Model,Train Time (s),Inference Time (s),Peak RAM (MB),Model Size (MB)
Logistic Regression,7.34790301322937,0.01150822639465332,1072.828125,0.0020971298217773438
Extra Trees,6.836546182632446,0.14760708808898926,1458.5,4.122139930725098
LightGBM,10.708124160766602,2.019731044769287,1629.125,1.3685646057128906
